Detalle Orden, Numero Orden, Producto ID, Linea Total, Cantidad, Descuento, Precio Unitario, Ganancia
2082,CA-2015-120103,240,7.712,2,0.2,4.82,1.7352
2083,CA-2017-104647,1190,37.44,6,0,6.24,16.848
2084,CA-2014-110352,997,23.68,2,0.2,14.8,8.88
2085,CA-2016-140501,991,122.12,4,0,30.53,56.1752
2086,CA-2016-140501,948,18.45,5,0,3.69,8.6715
2087,CA-2016-140501,1293,324.9,5,0,64.98,38.988
2088,CA-2016-140501,1205,146.73,3,0,48.91,68.9631
2089,CA-2016-140501,938,3.96,2,0,1.98,1.4652
2090,CA-2015-139290,999,5.76,2,0,2.88,2.6496
2091,CA-2017-166142,805,26.55,3,0,8.85,13.0095
2092,CA-2017-166142,372,310.443,3,0.3,147.83,-48.7839
2093,CA-2014-145926,123,479.9,5,0,95.98,81.583
2094,CA-2015-149678,1452,12.88,1,0,12.88,0.3864
2095,US-2015-164357,509,13.12,5,0.2,3.28,1.476
2096,US-2016-146570,708,511.84,8,0,63.98,240.5648
2097,US-2016-146570,624,91.96,4,0,22.99,25.7488
2098,US-2016-146570,602,8.34,3,0,2.78,2.1684
2099,CA-2017-124401,1312,37.68,3,0.2,15.7,2.355
2100,CA-2017-124401,1544,279.944,7,0.2,49.99,80.4839
2101,US-2014-140116,1294,636.408,3,0.2,265.17,-15.9102
2102,US-2014-140116,504,83.168,4,0.2,25.99,9.3564
2103,CA-2014-123295,91,259.136,4,0.2,80.98,-25.9136
2104,CA-2017-167101,1045,221.92,4,0,55.48,106.5216
2105,CA-2017-167101,1491,26,2,0,13,11.7
2106,US-2014-167633,1282,15.552,3,0.2,6.48,5.4432
2107,US-2014-152723,775,0.876,1,0.8,4.38,-1.4016
2108,CA-2015-164882,1025,19.98,1,0,19.98,9.3906
2109,CA-2015-164882,827,398.352,3,0.2,165.98,124.485
2110,CA-2015-164882,617,5.04,3,0,1.68,1.26
2111,CA-2015-164882,907,17.45,5,0,3.49,8.027
2112,CA-2015-164882,121,323.136,4,0.2,100.98,20.196
2113,CA-2015-164882,1449,29.7,3,0,9.9,8.019
2114,CA-2015-164882,1733,1295.84,4,0.2,404.95,145.782
2115,CA-2015-164882,1397,46.84,2,0,23.42,12.6468
2116,CA-2015-164882,19,425.833,1,0.15,500.98,20.0392
2117,CA-2015-159786,327,209.67,1,0.4,349.45,-13.978
2118,CA-2016-130267,1158,159.88,7,0,22.84,73.5448
2119,CA-2017-155460,1172,5.28,1,0,5.28,2.376
2120,CA-2017-155460,763,895.92,5,0.2,223.98,302.373
2121,US-2017-168690,644,2.808,3,0.7,3.12,-1.9656
2122,CA-2017-158246,101,215.976,3,0.2,89.99,-2.6997
2123,CA-2017-167381,16,241.96,2,0,120.98,41.1332
2124,CA-2017-167381,946,27.72,9,0,3.08,13.3056
2125,CA-2017-144862,878,104.68,5,0.2,26.17,35.3295
2126,CA-2017-144862,1709,62.958,7,0.4,14.99,9.4437
2127,CA-2014-126032,1462,86.376,3,0.2,35.99,1.0797
2128,CA-2015-134859,265,64.944,3,0.2,27.06,6.4944
2129,CA-2015-134859,1097,20.736,4,0.2,6.48,7.2576
2130,US-2014-114188,379,33.28,4,0,8.32,9.3184
2131,US-2014-114188,621,38.52,9,0,4.28,11.9412
2132,US-2014-114188,140,139.86,7,0,19.98,60.1398
2133,CA-2015-156524,1237,19.65,3,0,6.55,9.039
2134,CA-2015-122210,782,152.991,3,0.7,169.99,-122.3928
2135,CA-2015-122210,901,10.584,7,0.2,1.89,-2.3814
2136,CA-2015-122210,1788,94.92,4,0.4,39.55,15.82
2137,CA-2015-156377,221,14.76,5,0.6,7.38,-11.439
2138,CA-2015-156377,759,3.656,4,0.8,4.57,-5.8496
2139,US-2017-157896,1251,146.82,3,0,48.94,73.41
2140,CA-2014-159520,799,149.544,9,0.2,20.77,50.4711
2141,CA-2014-159520,1434,17.14,2,0,8.57,4.4564
2142,CA-2014-159520,353,991.764,3,0.4,550.98,-347.1174
2143,CA-2016-155481,1277,30.48,6,0.2,6.35,9.906
2144,CA-2016-155481,1763,23.988,2,0.4,19.99,-4.7976
2145,CA-2016-155481,926,16.688,7,0.2,2.98,5.4236
2146,US-2016-152051,100,422.058,3,0.3,200.98,-18.0882
2147,US-2016-152051,838,38.088,4,0.7,31.74,-27.9312
2148,US-2016-152051,1353,254.352,6,0.2,52.99,-50.8704
2149,CA-2014-141607,281,43.31,1,0,43.31,4.331
2150,CA-2017-102771,1730,84.95,5,0,16.99,22.087
2151,US-2017-139969,79,233.058,3,0.3,110.98,-53.2704
2152,CA-2014-167360,1508,111.79,7,0,15.97,43.5981
2153,CA-2015-123505,1177,14.94,3,0,4.98,7.0218
2154,CA-2016-117282,805,14.16,2,0.2,8.85,5.133
2155,US-2016-120460,318,22.608,3,0.6,18.84,-10.1736
2156,CA-2016-111115,910,21.48,6,0,3.58,10.74
2157,CA-2014-124646,1329,501.81,3,0,167.27,0
2158,CA-2014-124646,1341,161.94,3,0,53.98,9.7164
2159,CA-2017-148166,634,17.856,4,0.2,5.58,2.0088
2160,CA-2016-159737,816,8.808,3,0.8,14.68,-14.9736
2161,CA-2016-141019,242,79.384,1,0.2,99.23,29.769
2162,CA-2016-101938,592,34.58,1,0,34.58,10.0282
2163,CA-2017-166296,1263,314.55,3,0,104.85,150.984
2164,CA-2016-154018,1532,191.976,3,0.2,79.99,23.997
2165,CA-2016-154018,1057,8.288,2,0.2,5.18,3.0044
2166,CA-2016-154018,257,139.92,5,0.6,69.96,-150.414
2167,CA-2016-154018,544,15.872,1,0.2,19.84,1.1904
2168,CA-2016-154018,808,6.286,7,0.8,4.49,-11.0005
2169,CA-2017-117870,613,14.016,3,0.2,5.84,1.752
2170,CA-2017-117870,1482,71.976,3,0.2,29.99,-8.997
2171,CA-2017-117870,1824,107.982,3,0.4,59.99,-26.9955
2172,US-2017-137491,128,305.312,2,0.3,218.08,-8.7232
2173,CA-2014-152296,826,19.752,3,0.2,8.23,6.9132
2174,CA-2016-112025,734,9.264,3,0.8,15.44,-13.896
2175,CA-2015-132507,1325,61.792,4,0.2,19.31,6.1792
2176,CA-2016-125738,1071,45.68,2,0,22.84,21.0128
2177,CA-2016-125738,1197,60.12,9,0,6.68,28.8576
2178,CA-2016-125738,702,41.72,5,0.2,10.43,13.0375
2179,CA-2016-125738,1107,71.6,8,0,8.95,32.936
2180,CA-2016-128818,651,85.232,7,0.2,15.22,30.8966
2181,CA-2016-128818,997,44.4,3,0,14.8,22.2
2182,CA-2016-128818,84,442.764,4,0.1,122.99,59.0352
2183,CA-2016-128818,1622,3999.95,5,0,799.99,1159.9855
2184,CA-2016-128818,1507,199.95,5,0,39.99,21.9945
2185,CA-2016-128818,205,63.68,8,0,7.96,28.0192
2186,CA-2017-124576,746,54.896,2,0.2,34.31,18.5274
2187,CA-2016-101378,1528,29,2,0,14.5,7.25
2188,CA-2017-143063,882,70.08,6,0,11.68,35.04
2189,CA-2017-143063,268,121.3,2,0,60.65,25.473
2190,CA-2017-143063,1817,1454.49,9,0,161.61,378.1674
2191,CA-2016-118913,390,60.81,3,0,20.27,17.0268
2192,CA-2016-128412,708,153.552,3,0.2,63.98,51.8238
2193,CA-2016-128412,416,65.34,3,0,21.78,22.869
2194,CA-2016-128412,1085,123.92,4,0,30.98,55.764
2195,CA-2016-128412,383,35.1,3,0,11.7,12.285
2196,CA-2016-128412,1549,44.75,5,0,8.95,8.5025
2197,CA-2016-136483,501,4.704,2,0.2,2.94,0.4116
2198,CA-2014-163013,538,14.67,3,0,4.89,3.9609
2199,CA-2015-135363,1208,15.552,3,0.2,6.48,5.4432
2200,CA-2015-135363,1056,5.232,1,0.2,6.54,1.7004
2201,US-2014-165659,204,22.2,6,0,3.7,9.102
2202,US-2014-165659,1777,881.93,7,0,125.99,229.3018
2203,CA-2015-138002,729,6.096,2,0.2,3.81,2.1336
2204,CA-2015-138002,309,191.82,3,0,63.94,74.8098
2205,CA-2015-128860,184,20.104,1,0.2,25.13,1.7591
2206,CA-2016-164350,488,67.56,3,0.2,28.15,8.445
2207,US-2014-103905,680,29.932,7,0.8,21.38,-46.3946
2208,US-2014-103905,1731,38.272,4,0.2,11.96,3.8272
2209,CA-2015-129854,483,16.52,4,0,4.13,7.5992
2210,CA-2014-125556,1713,832.93,7,0,118.99,233.2204
2211,CA-2014-125556,775,43.8,10,0,4.38,21.024
2212,CA-2016-162313,453,167.292,6,0.1,30.98,29.7408
2213,CA-2017-107874,261,27.42,1,0,27.42,11.2422
2214,CA-2017-129378,721,1.44,1,0.2,1.8,0.504
2215,CA-2017-129378,717,61.776,13,0.2,5.94,20.8494
2216,CA-2017-129378,388,241.96,2,0,120.98,60.49
2217,CA-2017-129378,58,108.608,4,0.2,33.94,9.5032
2218,CA-2014-151953,581,2.816,2,0.2,1.76,0.9856
2219,CA-2017-130841,644,9.984,4,0.2,3.12,3.6192
2220,CA-2017-130841,1350,14.98,1,0,14.98,4.1944
2221,CA-2017-130841,1743,1145.6,4,0.2,358,100.24
2222,CA-2015-131884,1733,485.94,2,0.4,404.95,-89.089
2223,CA-2015-131884,613,37.376,8,0.2,5.84,4.672
2224,CA-2015-131884,132,70.686,1,0.3,100.98,-24.2352
2225,CA-2017-121909,1232,54.816,3,0.2,22.84,17.8152
2226,CA-2016-106383,17,72.294,1,0.7,240.98,-98.8018
2227,CA-2017-130771,932,2.896,2,0.2,1.81,0.4706
2228,CA-2017-130771,1773,124.792,1,0.2,155.99,15.599
2229,CA-2016-139157,353,330.588,1,0.4,550.98,-115.7058
2230,CA-2014-128055,822,673.568,2,0.2,420.98,252.588
2231,CA-2014-128055,436,52.98,2,0,26.49,14.8344
2232,CA-2017-157091,150,526.45,5,0,105.29,31.587
2233,CA-2017-132122,1400,228.92,5,0.2,57.23,14.3075
2234,CA-2015-123232,1711,319.968,4,0.2,99.99,35.9964
2235,CA-2017-104066,1485,205.03,7,0,29.29,67.6599
2236,CA-2015-145849,1290,190.86,2,0,95.43,11.4516
2237,CA-2015-145849,496,24.32,8,0,3.04,8.2688
2238,CA-2016-122322,1428,44.4,5,0,8.88,12.432
2239,CA-2017-166849,303,44.4,2,0.6,55.5,-52.17
2240,CA-2016-146633,777,1016.792,1,0.2,1270.99,381.297
2241,CA-2016-146633,761,38.136,7,0.2,6.81,13.3476
2242,US-2016-126893,1835,494.982,3,0.4,274.99,-115.4958
2243,CA-2017-103380,1392,56.56,2,0,28.28,15.2712
2244,CA-2017-103380,602,5.56,2,0,2.78,1.4456
2245,CA-2017-103380,939,9.02,2,0,4.51,3.5178
2246,CA-2017-103380,409,8.62,1,0,8.62,2.2412
2247,CA-2017-103380,1835,659.976,3,0.2,274.99,49.4982
2248,CA-2015-116092,1259,13.36,2,0,6.68,6.4128
2249,CA-2015-116092,702,41.72,5,0.2,10.43,13.0375
2250,CA-2015-116092,659,11.52,5,0.2,2.88,4.176
2251,CA-2015-116092,406,541.44,6,0,90.24,157.0176
2252,CA-2015-116092,1050,19.44,3,0,6.48,9.3312
2253,CA-2016-117849,1260,143.7,3,0,47.9,68.976
2254,CA-2015-169201,391,43.26,3,0,14.42,14.2758
2255,CA-2015-169201,416,43.56,2,0,21.78,15.246
2256,CA-2016-164091,1749,437.85,3,0,145.95,131.355
2257,CA-2016-164091,315,109.48,2,0,54.74,33.9388
2258,CA-2017-105214,50,1212.96,7,0.2,216.6,90.972
2259,CA-2017-105214,1126,18.54,2,0,9.27,8.7138
2260,CA-2015-117611,922,5,1,0,5,2.4
2261,CA-2015-117611,1518,371.97,3,0,123.99,66.9546
2262,US-2015-137960,1523,166.24,1,0,166.24,24.936
2263,CA-2017-122994,40,359.97,3,0,119.99,79.1934
2264,CA-2016-131065,1576,499.98,2,0,249.99,114.9954
2265,CA-2016-131065,1172,5.28,1,0,5.28,2.376
2266,CA-2016-131065,845,8.26,2,0,4.13,3.8822
2267,CA-2017-149146,1240,7.968,2,0.2,4.98,2.6892
2268,CA-2017-137470,1149,12.96,2,0,6.48,6.3504
2269,CA-2017-105480,1189,6.48,1,0,6.48,3.1104
2270,CA-2017-105480,768,6.984,1,0.2,8.73,2.3571
2271,CA-2017-164917,618,47.96,5,0.2,11.99,4.1965
2272,CA-2015-102036,1385,199.74,6,0,33.29,47.9376
2273,CA-2015-142944,152,435.26,7,0,62.18,95.7572
2274,CA-2015-142944,1612,1119.984,2,0.2,699.99,377.9946
2275,CA-2014-157882,336,143.432,1,0.2,179.29,3.5858
2276,CA-2014-157882,96,122.352,3,0.2,50.98,13.7646
2277,CA-2014-104283,1411,306.2,5,0,61.24,0
2278,CA-2014-104283,324,85.98,1,0,85.98,22.3548
2279,CA-2014-104283,1461,223.96,4,0,55.99,53.7504
2280,CA-2017-142622,113,97.568,2,0.2,60.98,-6.098
2281,CA-2017-142622,123,614.272,8,0.2,95.98,-23.0352
2282,CA-2017-142622,45,199.98,2,0,99.99,37.9962
2283,CA-2016-132143,1184,48.16,7,0,6.88,22.1536
2284,CA-2015-153108,1731,23.92,2,0,11.96,6.6976
2285,CA-2015-153108,420,60.69,7,0,8.67,16.3863
2286,CA-2016-112676,1243,14.352,3,0.2,5.98,5.2026
2287,CA-2017-165687,459,35.04,2,0,17.52,12.264
2288,US-2017-112928,421,17.48,5,0.2,4.37,1.311
2289,CA-2017-143343,552,16.4,5,0,3.28,4.756
2290,CA-2017-115154,339,892.98,2,0,446.49,80.3682
2291,CA-2015-149342,1732,287.97,3,0,95.99,77.7519
2292,CA-2015-149342,242,595.38,6,0,99.23,297.69
2293,CA-2015-149342,1087,12.96,2,0,6.48,6.2208
2294,CA-2015-130995,1691,4.95,1,0,4.95,1.3365
2295,CA-2017-127929,268,181.95,3,0,60.65,38.2095
2296,CA-2015-113145,1180,13.52,4,0,3.38,6.2192
2297,CA-2015-113145,171,259.7,5,0,51.94,106.477
2298,CA-2015-113145,1728,42.95,1,0,42.95,1.2885
2299,CA-2015-113145,1509,1399.93,7,0,199.99,601.9699
2300,CA-2015-113145,1781,503.96,4,0,125.99,125.99
2301,CA-2014-162362,664,12.72,3,0,4.24,6.36
2302,CA-2014-162362,659,11.52,4,0,2.88,5.6448
2303,CA-2016-106558,1490,316,4,0,79,31.6
2304,CA-2017-157931,62,723.92,4,0,180.98,188.2192
2305,CA-2017-157931,1049,106.32,3,0,35.44,49.9704
2306,CA-2016-115574,32,141.372,2,0.3,100.98,-14.1372
2307,CA-2015-160794,1254,27.216,3,0.2,11.34,9.8658
2308,CA-2017-116225,1496,390.75,5,0,78.15,171.93
2309,US-2017-120418,70,280.792,1,0.2,350.99,35.099
2310,US-2017-120418,1369,68.448,4,0.2,21.39,7.7004
2311,US-2017-120418,565,88.04,5,0.2,22.01,6.603
2312,US-2017-120418,539,15.872,1,0.2,19.84,1.984
2313,US-2017-120418,1355,215.592,3,0.2,89.83,-48.5082
2314,CA-2017-122035,1001,14.62,2,0,7.31,6.8714
2315,CA-2017-122035,417,416.32,2,0,208.16,112.4064
2316,CA-2017-122035,655,43,5,0,8.6,20.21
2317,CA-2017-122035,113,182.94,3,0,60.98,27.441
2318,CA-2017-122035,725,60.83,7,0,8.69,30.415
2319,CA-2017-122035,1551,389.97,3,0,129.99,132.5898
2320,CA-2015-117828,410,194.32,4,0,48.58,56.3528
2321,CA-2017-165491,1467,265.93,7,0,37.99,63.8232
2322,CA-2015-109470,825,94.74,3,0,31.58,44.5278
2323,CA-2015-109470,677,60.64,4,0,15.16,27.8944
2324,CA-2015-109470,787,76.3,5,0,15.26,38.15
2325,CA-2015-109470,673,364.8,12,0,30.4,167.808
2326,CA-2015-105102,726,79.872,3,0.2,33.28,29.952
2327,CA-2015-105102,48,46.384,1,0.2,57.98,1.1596
2328,CA-2015-105102,1168,12.96,2,0,6.48,6.2208
2329,CA-2017-138422,893,14.352,3,0.2,5.98,5.2026
2330,US-2015-147739,183,547.136,4,0.2,170.98,-68.392
2331,CA-2016-155187,1311,41.96,2,0,20.98,2.9372
2332,CA-2016-155187,1046,41.7,5,0,8.34,20.85
2333,CA-2017-169285,1249,277.4,5,0,55.48,133.152
2334,CA-2017-169285,1287,5.78,1,0,5.78,2.8322
2335,CA-2014-140886,391,69.216,6,0.2,14.42,11.2476
2336,CA-2017-152695,892,10.86,3,0,3.62,5.1042
2337,CA-2017-152695,376,426.79,7,0,60.97,123.7691
2338,CA-2014-110639,1241,25.92,4,0,6.48,12.4416
2339,CA-2014-110639,1271,45.92,4,0,11.48,22.5008
2340,CA-2014-121727,633,10.72,2,0.2,6.7,1.742
2341,CA-2016-137736,636,41.86,7,0,5.98,10.465
2342,US-2014-143231,226,63.2,5,0,12.64,23.384
2343,US-2014-143231,1467,113.97,3,0,37.99,27.3528
2344,US-2014-155894,1416,123.552,3,0.2,51.48,-29.3436
2345,CA-2016-119025,400,490.32,9,0,54.48,137.2896
2346,CA-2016-159373,1065,70.08,5,0.2,17.52,24.528
2347,CA-2016-159373,809,1.272,2,0.8,3.18,-2.1624
2348,CA-2016-159373,373,557.585,5,0.3,159.31,0
2349,CA-2017-109701,811,9.024,6,0.2,1.88,3.1584
2350,CA-2017-109701,662,69.456,2,0.2,43.41,22.5732
2351,CA-2017-109701,1229,10.86,2,0,5.43,5.3214
2352,CA-2017-109701,436,79.47,3,0,26.49,22.2516
2353,CA-2017-109701,532,10.08,6,0,1.68,5.04
2354,CA-2015-111514,21,1552.831,7,0.15,260.98,200.9546
2355,CA-2015-111514,746,137.24,5,0.2,34.31,46.3185
2356,CA-2015-111514,1598,36.51,1,0,36.51,15.6993
2357,CA-2015-111514,1623,239.976,3,0.2,99.99,80.9919
2358,US-2014-148838,356,1579.746,7,0.4,376.13,-447.5947
2359,US-2014-148838,339,1071.576,4,0.4,446.49,-553.6476
2360,US-2014-148838,366,613.908,3,0.4,341.06,-122.7816
2361,US-2014-148838,1194,34.86,7,0,4.98,16.3842
2362,US-2014-148838,1079,155.04,4,0,38.76,75.9696
2363,CA-2017-136497,698,13.71,5,0.7,9.14,-10.054
2364,US-2016-108637,312,127.88,2,0,63.94,40.9216
2365,US-2016-108637,467,160.32,2,0,80.16,44.8896
2366,US-2016-108637,843,46,4,0,11.5,20.7
2367,CA-2014-102295,74,120.712,1,0.2,150.89,-18.1068
2368,CA-2017-123659,1171,23.12,4,0,5.78,11.3288
2369,US-2016-129469,220,532.704,6,0.2,110.98,-26.6352
2370,US-2016-129469,480,4.912,2,0.2,3.07,0.307
2371,CA-2017-155152,1580,252,4,0,63,93.24
2372,CA-2016-159940,318,60.288,8,0.6,18.84,-27.1296
2373,CA-2016-159940,913,2.632,1,0.2,3.29,0.8225
2374,CA-2016-159940,1114,23.688,9,0.2,3.29,7.6986
2375,CA-2016-159940,62,253.372,2,0.3,180.98,-14.4784
2376,CA-2017-119669,901,5.67,3,0,1.89,0.1134
2377,US-2014-164616,708,76.776,4,0.7,63.98,-58.8616
2378,US-2014-164616,1456,9.184,2,0.2,5.74,1.148
2379,CA-2015-148628,1237,32.75,5,0,6.55,15.065
2380,CA-2016-118052,939,7.216,2,0.2,4.51,1.7138
2381,CA-2016-118052,1176,49.568,2,0.2,30.98,15.49
2382,CA-2016-118052,311,54.712,7,0.2,9.77,11.6263
2383,US-2017-117534,424,176.04,4,0,44.01,45.7704
2384,US-2017-117534,569,16.02,9,0,1.78,4.4856
2385,US-2017-117534,722,185.92,4,0.2,58.1,62.748
2386,US-2017-117534,1683,211.168,4,0.2,65.99,15.8376
2387,US-2017-117534,1603,479.984,2,0.2,299.99,59.998
2388,CA-2015-145065,916,7.86,2,0,3.93,3.6156
2389,CA-2015-145065,740,24.448,2,0.2,15.28,8.8624
2390,US-2015-127040,1258,6.48,1,0,6.48,3.1104
2391,US-2015-127040,1088,41.86,7,0,5.98,20.5114
2392,US-2015-127040,1538,1619.91,9,0,179.99,97.1946
2393,US-2015-127040,239,113.92,4,0,28.48,42.1504
2394,CA-2016-128111,489,39.68,2,0,19.84,10.3168
2395,CA-2015-137897,1522,37.6,2,0,18.8,2.256
2396,CA-2015-137897,1492,59.9,2,0,29.95,23.96
2397,CA-2015-137897,1248,37,5,0,7.4,16.65
2398,CA-2017-169264,967,5.76,2,0,2.88,2.8224
2399,CA-2017-169264,478,16.68,6,0,2.78,4.3368
2400,CA-2017-147361,1355,628.81,7,0,89.83,12.5762
2401,CA-2017-147361,1362,56.45,5,0,11.29,14.677
2402,CA-2017-145877,1312,94.2,6,0,15.7,23.55
2403,CA-2017-145877,866,28.4,5,0,5.68,13.348
2404,US-2016-110170,6,956.6648,7,0.32,200.98,-225.0976
2405,CA-2017-108574,1518,1115.91,9,0,123.99,200.8638
2406,CA-2017-108574,1813,128.744,7,0.2,22.99,-28.9674
2407,CA-2017-108574,1705,79.92,10,0.2,9.99,26.973
2408,CA-2017-144589,590,24.2,5,0,4.84,7.986
2409,CA-2017-144589,1798,359.976,3,0.2,149.99,130.4913
2410,CA-2017-155985,167,211.84,8,0,26.48,76.2624
2411,CA-2014-162684,914,5.68,2,0.2,3.55,1.917
2412,CA-2015-142041,811,7.52,5,0.2,1.88,2.632
2413,CA-2014-151295,1141,11.96,2,0,5.98,5.8604
2414,CA-2014-151295,342,629.064,3,0.2,262.11,31.4532
2415,CA-2016-156300,74,754.45,5,0,150.89,60.356
2416,CA-2015-146087,24,301.96,2,0,150.98,60.392
2417,CA-2017-168655,1542,595,5,0,119,95.2
2418,CA-2017-168655,726,79.872,3,0.2,33.28,29.952
2419,CA-2016-107202,1619,2396.4,10,0.2,299.55,179.73
2420,CA-2017-159597,1364,63.56,2,0,31.78,3.178
2421,CA-2017-159597,1577,99.99,1,0,99.99,43.9956
2422,CA-2016-155551,1399,230.376,3,0.2,95.99,-48.9549
2423,CA-2016-155551,1110,9.664,2,0.2,6.04,3.2616
2424,US-2017-147669,1533,158.928,7,0.2,28.38,41.7186
2425,US-2017-147669,662,13.023,1,0.7,43.41,-10.4184
2426,US-2017-147669,347,273.06,2,0.4,227.55,-104.673
2427,US-2017-147669,928,39.312,13,0.2,3.78,12.7764
2428,CA-2016-169922,793,1.344,4,0.8,1.68,-2.1504
2429,CA-2016-169922,701,8.272,4,0.8,10.34,-13.6488
2430,CA-2016-169922,299,12.544,7,0.6,4.48,-9.0944
2431,CA-2017-100748,947,58.48,8,0,7.31,27.4856
2432,CA-2017-129805,204,7.4,2,0,3.7,3.034
2433,CA-2014-148586,92,366.786,7,0.1,58.22,65.2064
2434,US-2017-112613,1730,54.368,4,0.2,16.99,4.0776
2435,CA-2015-154746,862,33.96,2,0,16.98,16.98
2436,CA-2015-154746,443,826.11,3,0,275.37,322.1829
2437,CA-2017-140053,268,545.85,9,0,60.65,114.6285
2438,CA-2014-164210,323,145.98,2,0.5,145.98,-99.2664
2439,CA-2014-164210,1164,35.808,4,0.2,11.19,12.5328
2440,CA-2017-139948,232,7.904,2,0.2,4.94,2.1736
2441,CA-2016-146934,1848,345,5,0,69,86.25
2442,CA-2016-146934,359,174.286,2,0.3,124.49,-19.9184
2443,CA-2016-146934,445,662.84,4,0,165.71,172.3384
2444,CA-2016-146934,1531,95.1,5,0,19.02,30.432
2445,CA-2016-146934,875,26.88,6,0,4.48,12.9024
2446,CA-2016-146934,1720,257.98,2,0,128.99,74.8142
2447,CA-2015-100573,848,17.48,2,0,8.74,8.2156
2448,CA-2016-119165,65,492.835,5,0.3,140.81,-14.081
2449,CA-2015-128027,1355,269.49,3,0,89.83,5.3898
2450,CA-2016-140207,797,29.12,5,0.2,7.28,9.828
2451,CA-2017-140949,944,18.75,5,0,3.75,9
2452,CA-2017-140949,1685,119.7,6,0,19.95,31.122
2453,CA-2017-140949,661,9.144,3,0.2,3.81,3.0861
2454,CA-2017-140949,1531,57.06,3,0,19.02,18.2592
2455,CA-2017-140949,1549,71.6,8,0,8.95,13.604
2456,CA-2017-140949,1300,107.44,8,0,13.43,27.9344
2457,CA-2017-140949,1001,7.31,1,0,7.31,3.4357
2458,CA-2017-140949,527,59.1,6,0,9.85,22.458
2459,CA-2017-140949,1393,46.53,3,0,15.51,12.0978
2460,CA-2017-138548,431,97.84,2,0,48.92,25.4384
2461,CA-2015-142419,1125,29.97,3,0,9.99,13.4865
2462,CA-2015-142419,700,98.352,3,0.2,40.98,34.4232
2463,CA-2017-148691,695,83.92,5,0.2,20.98,29.372
2464,CA-2017-148691,698,14.624,2,0.2,9.14,5.1184
2465,CA-2017-148691,1701,136.99,1,0,136.99,36.9873
2466,CA-2017-148691,963,3.15,1,0,3.15,1.512
2467,CA-2017-128755,1070,9.11,1,0,9.11,4.0995
2468,CA-2017-128755,1389,571.44,4,0,142.86,165.7176
2469,CA-2017-128755,1288,32.4,5,0,6.48,15.552
2470,CA-2017-128755,1334,16.91,1,0,16.91,4.5657
2471,US-2016-135923,212,14.272,8,0.2,2.23,4.2816
2472,US-2016-135923,19,451.136,4,0.2,140.98,-67.6704
2473,US-2016-135923,390,64.864,4,0.2,20.27,6.4864
2474,CA-2016-114972,67,217.584,2,0.2,135.99,-29.9178
2475,CA-2016-114972,1475,82.95,5,0,16.59,29.0325
2476,CA-2016-114972,1009,87.71,7,0,12.53,41.2237
2477,CA-2016-114972,443,1101.48,4,0,275.37,429.5772
2478,CA-2017-102750,319,1322.352,3,0.2,550.98,-99.1764
2479,CA-2014-145212,563,5.46,3,0,1.82,1.4742
2480,CA-2017-141992,1441,11.184,1,0.2,13.98,0.8388
2481,CA-2017-141992,1399,153.584,2,0.2,95.99,-32.6366
2482,CA-2017-147956,1329,1003.62,6,0,167.27,0
2483,CA-2017-126067,1708,35.168,4,0.2,10.99,11.4296
2484,CA-2017-126067,321,1137.75,5,0,227.55,250.305
2485,CA-2017-126067,705,99.68,5,0.2,24.92,32.396
2486,CA-2017-126067,602,5.56,2,0,2.78,1.4456
2487,CA-2015-104514,1356,85.52,2,0,42.76,22.2352
2488,CA-2015-104514,521,9.84,3,0,3.28,2.6568
2489,CA-2015-104514,1259,20.04,3,0,6.68,9.6192
2490,CA-2015-141040,1745,631.96,4,0,157.99,303.3408
2491,CA-2015-141040,1160,23.92,4,0,5.98,10.764
2492,CA-2014-113579,1103,90.24,6,0,15.04,41.5104
2493,CA-2014-144624,1793,4548.81,7,0,649.83,1228.1787
2494,CA-2016-146206,362,300.93,5,0.3,85.98,-34.392
2495,CA-2016-146206,1707,719.96,5,0.2,179.99,53.997
2496,CA-2014-136644,52,647.84,8,0,80.98,32.392
2497,CA-2015-122371,1369,64.17,3,0,21.39,18.6093
2498,CA-2015-122371,847,124.46,2,0,62.23,58.4962
2499,CA-2016-126935,839,9.584,1,0.2,11.98,3.3544
2500,US-2017-133781,897,37.608,3,0.2,15.67,12.6927
2501,CA-2017-131618,1138,12.224,2,0.2,7.64,4.4312
2502,CA-2017-131618,659,2.304,4,0.8,2.88,-3.5712
2503,CA-2017-131618,690,9.36,4,0.8,11.7,-16.38
2504,CA-2016-149482,948,7.38,2,0,3.69,3.4686
2505,CA-2014-143917,1332,53.72,4,0,13.43,15.0416
2506,CA-2014-143917,1421,8187.65,5,0,1637.53,327.506
2507,CA-2014-143917,298,77.92,8,0,9.74,34.2848
2508,CA-2015-120397,403,32.784,4,0.8,40.98,-85.2384
2509,CA-2017-163902,1704,196.776,3,0.2,81.99,14.7582
2510,CA-2017-163902,1474,479.94,6,0,79.99,52.7934
2511,CA-2016-136812,1394,1117.92,4,0,279.48,55.896
2512,CA-2015-102722,1552,106.5,6,0,17.75,41.535
2513,CA-2017-155089,738,45.66,5,0.7,30.44,-33.484
2514,CA-2016-124506,1557,95.968,4,0.2,29.99,1.1996
2515,CA-2016-124506,126,47.992,2,0.3,34.28,-2.0568
2516,CA-2014-106572,1306,264.32,2,0.2,165.2,19.824
2517,CA-2014-128888,877,604.656,9,0.2,83.98,204.0714
