Producto ID;Numero Producto;Producto Sub Categoria ID;Nombre Producto
500;01.1.5;11.01.15.2;Men's shirt- WKB-H
501;01.1.5;11.01.15.2;Men's shirt- WKB-M
502;01.1.5;11.01.15.3;Men's shirt- WKB-L
503;01.1.5;11.01.15.3;Men's shirt- BL
504;01.1.5;11.01.15.3;Men's shirt- short sleeves- WKB-L
505;01.1.5;11.01.15.3;Men's polo T-shirt- WKB-M
506;01.1.5;11.01.15.3;Men's T-shirt- long sleeves- WKB-M
507;01.1.5;11.01.15.3;Men's T-shirt- long sleeves- WKB-L
508;01.1.5;11.01.15.3;Men's fashion T-shirt- short sleeves- WKB-M
509;01.1.6;11.01.16.1;Men's T-shirt- short sleeves- WKB-M
510;01.1.6;11.01.16.1;Men's T-shirt- short sleeves- WKB-L
511;01.1.6;11.01.16.1;Men's T-shirt- short sleeves- BL
512;01.1.6;11.01.16.1;Men's sleeveless vest- WKB-M
513;01.1.6;11.01.16.1;Men's briefs- SB
514;01.1.6;11.01.16.1;Men's briefs- WKB-M
515;01.1.6;11.01.16.1;Men's briefs- WKB-L
516;01.1.6;11.01.16.1;Men's briefs- BL
517;01.1.6;11.01.16.1;Men's briefs- 3 - 7 pieces- BL
518;01.1.6;11.01.16.1;Men's boxer briefs- WKB-H
519;01.1.6;11.01.16.1;Men's boxer briefs- WKB-M
520;01.1.6;11.01.16.1;Men's boxer briefs- WKB-L
521;01.1.6;11.01.16.1;Men's boxer shorts- BL
522;01.1.6;11.01.16.1;Men's swimwear- SB
523;01.1.6;11.01.16.1;Men's boxer trunks- BL
524;01.1.6;11.01.16.1;Men's ankle socks- WKB-M
525;01.1.6;11.01.16.1;Men's ankle socks- WKB-L
526;01.1.6;11.01.16.2;Men's calf socks- WKB-M
527;01.1.6;11.01.16.2;Men's sport socks- SB
528;01.1.6;11.01.16.2;Men's sport socks- BL
529;01.1.6;11.01.16.2;Men's quarter socks- SB
530;01.1.6;11.01.16.2;Ladies' top coat- WKB-M
531;01.1.6;11.01.16.2;Ladies' top coat- WKB-L
532;01.1.6;11.01.16.2;Ladies' top coat- BL
533;01.1.6;11.01.16.2;Ladies' padded coat- WKB-M
534;01.1.6;11.01.16.2;Ladies' padded outdoor coat- WKB-L
535;01.1.6;11.01.16.2;Ladies' padded outdoor jacket- WKB-L
536;01.1.6;11.01.16.2;Ladies' padded outdoor jacket- BL
537;01.1.6;11.01.16.2;Ladies' leather jacket- WKB-M
538;01.1.6;11.01.16.2;Ladies' fleece jacket- WKB-H
539;01.1.6;11.01.16.2;Ladies' waterproof jacket- SB
540;01.1.6;11.01.16.2;Ladies' blazer- WKB-H
541;01.1.7;11.01.17.1;Ladies' blazer- woolmix- WKB-M
542;01.1.7;11.01.17.1;Ladies' blazer- cotton- WKB-M
543;01.1.7;11.01.17.1;Ladies' leather blazer- WKB-M
544;01.1.7;11.01.17.1;Ladies' waistcoat- padded- WKB-L
545;01.1.7;11.01.17.1;Ladies' tracksuit- with mesh netting- SB
546;01.1.7;11.01.17.1;Ladies' jogging suit- BL
547;01.1.7;11.01.17.1;Ladies' pyjama set- WKB-L
548;01.1.7;11.01.17.1;Ladies' straight trousers- woolmix- WKB-M
549;01.1.7;11.01.17.1;Ladies' straight trousers- synthetic- WKB-M
550;01.1.7;11.01.17.1;Ladies' trousers- synthetic- WKB-L
551;01.1.7;11.01.17.1;Ladies' trousers- bootcut- WKB-L
552;01.1.7;11.01.17.1;Ladies' trousers- with draw-string- WKB-L
553;01.1.7;11.01.17.1;Ladies' jeans- SB
554;01.1.7;11.01.17.1;Ladies' jeans- WKB-H
555;01.1.7;11.01.17.1;Ladies' blue jeans- fitted- WKB-M
556;01.1.7;11.01.17.1;"Ladies' jeans- ""skinny""- WKB-L"
557;01.1.7;11.01.17.1;Ladies' blue jeans- straight- BL
558;01.1.7;11.01.17.1;Ladies' training pants- SB
559;01.1.7;11.01.17.1;Ladies' shift- or etui dress- WKB-H
560;01.1.7;11.01.17.1;Ladies' summer dress- fitted- WKB-M
561;01.1.7;11.01.17.1;Ladies' summer dress- WKB-M
562;01.1.7;11.01.17.2;Ladies' skirt- SB
563;01.1.7;11.01.17.2;Ladies' straight skirt- woolmix- WKB-M
564;01.1.7;11.01.17.2;Ladies' summer skirt- WKB-M
565;01.1.7;11.01.17.2;Ladies' straight skirt- synthetic- WKB-L
566;01.1.7;11.01.17.3;Ladies' jeans skirt- WKB-L
567;01.1.7;11.01.17.3;Ladies' bathrobe- BL
568;01.1.7;11.01.17.3;Ladies' blouse- WKB-M
569;01.1.7;11.01.17.3;Ladies' blouse- WKB-L
570;01.1.7;11.01.17.3;Ladies' blouse- BL
571;01.1.7;11.01.17.3;Ladies' T-shirt- SB
572;01.1.7;11.01.17.3;Ladies' fashion T-shirt- short sleeves- WKB-M
573;01.1.7;11.01.17.3;Ladies' T-shirt- close-fitted- WKB-M
574;01.1.7;11.01.17.3;Ladies' T-shirt- close-fitted- WKB-L
575;01.1.7;11.01.17.3;Ladies' T-shirt- long sleeves- WKB-M
576;01.1.7;11.01.17.3;Ladies' T-shirt- long sleeves- WKB-L
577;01.1.7;11.01.17.3;Tunic- tricot- WKB-L
578;01.1.7;11.01.17.3;Ladies' sleeveless top- WKB-M
579;01.1.7;11.01.17.3;Ladies' sleeveless top- WKB-L
580;01.1.7;11.01.17.3;Ladies' pullover- wool- WKB-M
581;01.1.7;11.01.17.3;Ladies' pullover- cotton- WKB-M
582;01.1.7;11.01.17.3;Ladies' pullover- WKB-L
583;01.1.7;11.01.17.3;Ladies' cardigan- WKB-M
584;01.1.7;11.01.17.3;Ladies' cardigan- WKB-L
585;01.1.7;11.01.17.3;Ladies' sweatshirt- with hood- SB
586;01.1.7;11.01.17.3;Ladies' sweatshirt- with or without hood- WKB-M
587;01.1.7;11.01.17.3;Ladies' swimwear- SB
588;01.1.8;11.01.18.1;Ladies' bikini- WKB-L
589;01.1.8;11.01.18.1;Ladies' briefs- SB
590;01.1.8;11.01.18.1;Ladies' briefs- WKB-M
591;01.1.8;11.01.18.1;Ladies' G-string briefs- WKB-M
592;01.1.8;11.01.18.1;Ladies' hipsters/hotpants- WKB-L
593;01.1.8;11.01.18.2;Ladies' hipsters/hotpants- cotton- WKB-L
594;01.1.8;11.01.18.2;Brassiere- SB
595;01.1.8;11.01.18.2;Brassiere- with embroideries- WKB-M
596;01.1.8;11.01.18.2;Brassiere- push-up- WKB-M
597;01.1.8;11.01.18.2;Brassiere- push-up- WKB-L
598;01.1.8;11.01.18.3;Brassiere- BL
599;01.1.8;11.01.18.3;Fitness bra- SB
600;01.1.8;11.01.18.3;Ladies' trainer liners- WKB-M
601;01.1.8;11.01.18.3;Stay-ups- WKB-M
602;01.1.8;11.01.18.3;Tights- 15 - 20 denier- WKB-H
603;01.1.8;11.01.18.3;Tights- 15 - 20 denier- WKB-M
604;01.1.8;11.01.18.3;Tights- 15 - 20 denier- WKB-L
605;01.1.8;11.01.18.3;Tights- 40 denier- WKB-M
606;01.1.8;11.01.18.3;Tights- 50 - 60 denier- WKB-M
607;01.1.8;11.01.18.3;Tights- 50 - 60 denier- WKB-L
608;01.1.8;11.01.18.3;Leggings- 50 - 60 denier- WKB-L
609;01.1.8;11.01.18.3;Children's outdoor jacket- SB
610;01.1.8;11.01.18.3;Children's padded jacket- WKB-M
611;01.1.8;11.01.18.3;Children's padded jacket- WKB-L
612;01.1.8;11.01.18.3;Children's padded jacket- BL
613;01.1.8;11.01.18.3;Children's cargo trousers- WKB-M
614;01.1.8;11.01.18.3;Children's trousers- corduroy- WKB-M
615;01.1.8;11.01.18.3;Children's trousers- corduroy- WKB-L
616;01.1.8;11.01.18.4;Children's jeans trousers- WKB-H
617;01.1.8;11.01.18.4;Children's jeans trousers- WKB-L
618;01.1.8;11.01.18.4;Children's jeans trousers- BL
619;01.1.8;11.01.18.4;Children's sweatpants- WKB-L
620;01.1.8;11.01.18.4;Children's bermudas- WKB-M
621;01.1.8;11.01.18.4;Children's sweatshirt- WKB-M
622;01.1.8;11.01.18.4;Children's sweatshirt- WKB-L
623;01.1.8;11.01.18.4;Children's sweatshirt- BL
624;01.1.8;11.01.18.4;Boys' polo shirt- WKB-M
625;01.1.8;11.01.18.4;Children's T-shirt- long sleeves- WKB-L
626;01.1.9;11.01.19.1;Children's T-shirt- long sleeves- BL
627;01.1.9;11.01.19.1;Girls' top- WKB-L
628;01.1.9;11.01.19.1;Children's pullover- WKB-M
629;01.1.9;11.01.19.1;Children's pullover- WKB-L
630;01.1.9;11.01.19.1;Children's overall- WKB-M
631;01.1.9;11.01.19.1;Children's overall- WKB-L
632;01.1.9;11.01.19.1;Children's jogging suit- WKB-L
633;01.1.9;11.01.19.1;Girls' dress- WKB-M
634;01.1.9;11.01.19.1;Girls' skirt- WKB-L
635;01.1.9;11.01.19.1;Boys' underpants- BL
636;01.1.9;11.01.19.1;Boys' undershirt- BL
637;01.1.9;11.01.19.1;Girls' underpants- WKB-L
638;01.1.9;11.01.19.1;Girls' underpants- multipack- WKB-L
639;01.1.9;11.01.19.1;Girls' undershirt- WKB-L
640;01.1.9;11.01.19.1;Girls' tights- WKB-L
641;01.1.9;11.01.19.1;Girls' tricot leggings- WKB-L
642;01.1.9;11.01.19.1;Boys' socks- WKB-L
643;01.1.9;11.01.19.1;Boys' socks- multipack- WKB-L
644;01.1.9;11.01.19.1;Babies' sleepsuit- WKB-L
645;01.1.9;11.01.19.1;Babies' overall- with hood- WKB-M
646;01.1.9;11.01.19.1;Babies' play suit- WKB-M
647;01.2.1;11.01.21.1;Babies' play suit- WKB-L
648;01.2.1;11.01.21.1;Babies' set- play suit with shirt- WKB-L
649;01.2.1;11.01.21.1;Babies' jogging suit- WKB-L
650;01.2.1;11.01.21.1;Babies' body- WKB-M
651;01.2.1;11.01.21.1;Babies' body- WKB-L
652;01.2.1;11.01.21.1;Babies' body- multipack- WKB-L
653;01.2.1;11.01.21.1;Babies' sleepsuit- WKB-M
654;01.2.1;11.01.21.1;Babies' sleepsuit- BL
655;01.2.1;11.01.21.1;Babies' trousers- sweatpants- WKB-L
656;01.2.1;11.01.21.1;Babies' jeans trousers- WKB-L
657;01.2.1;11.01.21.1;Babies' sweatshirt- WKB-L
658;01.2.1;11.01.21.1;Babies' T-shirt- long sleeves- WKB-M
659;01.2.1;11.01.21.1;Men's belt- classic- WKB-M
660;01.2.1;11.01.21.1;Men's belt- classic- BL
661;01.2.1;11.01.21.1;Baseball cap- SB
662;01.2.2;11.01.22.1;Ladies' knitted scarf- WKB-M
663;01.2.2;11.01.22.1;Men's gloves- WKB-M
664;01.2.2;11.01.22.1;Ladies' gloves- WKB-L
665;01.2.2;11.01.22.1;Ladies' gloves- BL
666;01.2.2;11.01.22.1;Children's gloves- WKB-L
667;01.2.2;11.01.22.1;Children's gloves- BL
668;01.2.2;11.01.22.1;Tie- WKB-H
669;01.2.2;11.01.22.1;Tie- WKB-M
670;01.2.2;11.01.22.1;Tie- WKB-L
671;01.2.2;11.01.22.1;Cleaning- men's shirt
672;01.2.2;11.01.22.2;Cleaning- men's two-piece suit
673;01.2.2;11.01.22.2;Cleaning- women's coat
674;01.2.2;11.01.22.2;Alteration of men's trousers
675;01.2.2;11.01.22.2;Men's lace-up shoes- WKB-H
676;01.2.2;11.01.22.2;Men's lace-up shoes- WKB-M
677;01.2.2;11.01.22.2;Men's lace-up shoes- WKB-L
678;01.2.2;11.01.22.2;Men's loafers- SB
679;01.2.2;11.01.22.2;Men's loafers- WKB-M
680;01.2.2;11.01.22.3;Men's loafers- WKB-L
681;01.2.2;11.01.22.3;Men's boat shoes- WKB-M
682;01.2.2;11.01.22.3;Men's street shoes- SB
683;01.2.2;11.01.22.3;Men's street shoes- brand cluster 1- SB
684;01.2.2;11.01.22.3;Men's street shoes- brand cluster 2- SB
685;01.2.2;11.01.22.3;Men's street shoes- WKB-L
686;02.1.1;11.02.11.1;Men's street shoes- BL
687;02.1.1;11.02.11.1;Men's boots- SB
688;02.1.1;11.02.11.1;Men's hiking boots- WKB-H
689;02.1.1;11.02.11.1;Men's winter boots- WKB-M
690;02.1.1;11.02.11.1;Men's low boots- WKB-M
691;02.1.1;11.02.11.1;Men's sport shoes- SB
692;02.1.1;11.02.11.1;Men's indoor sport shoes- SB
693;02.1.1;11.02.11.1;Men's canvas trainers- BL
694;02.1.1;11.02.11.1;Men's sandals- WKB-M
695;02.1.1;11.02.11.1;Men's beach slippers- BL
696;02.1.1;11.02.11.1;Ladies' conventional court shoes- WKB-H
697;02.1.1;11.02.11.1;Ladies' conventional court shoes- WKB-M
698;02.1.1;11.02.11.1;Ladies' conventional court shoes- WKB-L
699;02.1.1;11.02.11.1;Ladies' platform shoes- WKB-M
700;02.1.2;11.02.12.1;Ladies' trotteur shoes- WKB-M
701;02.1.2;11.02.12.1;Ladies' trotteur shoes- WKB-L
702;02.1.2;11.02.12.1;Ladies' trotteur shoes- BL
703;02.1.2;11.02.12.1;Ladies' loafers- WKB-M
704;02.1.2;11.02.12.1;Ladies' Ballerinas- WKB-L
705;02.1.2;11.02.12.1;Ladies' street shoes- SB1
706;02.1.2;11.02.12.1;Ladies' street shoes- SB2
707;02.1.2;11.02.12.1;Ladies' street shoes- WKB-M
708;02.1.2;11.02.12.1;Ladies' street shoes- WKB-L
709;02.1.2;11.02.12.1;Ladies' sport shoes- BL
710;02.1.2;11.02.12.1;Ladies' ankle boots- SB
711;02.1.2;11.02.12.1;Ladies' ankle boots- WKB-M
712;02.1.2;11.02.12.1;Ladies' city-boots- WKB-M
713;02.1.2;11.02.12.1;Ladies' long boots- WKB-M
714;02.1.2;11.02.12.1;Ladies' long boots- low heel- WKB-M
715;02.1.2;11.02.12.1;Ladies' long boots- WKB-L
716;02.1.2;11.02.12.1;Ladies' long boots- BL
717;02.1.2;11.02.12.1;Ladies' rubber boots- WKB-M
718;02.1.2;11.02.12.1;Ladies' wedge boots- WKB-M
719;02.1.2;11.02.12.1;Ladies' wedge sandals- WKB-M
720;02.1.2;11.02.12.1;Ladies' sabot shoes- BL
721;02.1.2;11.02.12.1;Children's lace-up shoes- WKB-M
722;02.1.2;11.02.12.1;Children's street shoes- SB
723;02.1.2;11.02.12.1;Children's street shoes- WKB-H
724;02.1.2;11.02.12.1;Children's street shoes- WKB-L
725;02.1.2;11.02.12.1;Children's sport shoes- BL
726;02.1.2;11.02.12.1;Children's winter boots- WKB-M
727;02.1.2;11.02.12.1;Children's rubber boots- WKB-M
728;02.1.2;11.02.12.1;Children's rubber boots- BL
729;02.1.3;11.02.13.1;Children's sandals- SB
730;02.1.3;11.02.13.1;Children's sandals- WKB-M
731;02.1.3;11.02.13.1;Babies' shoes- WKB-M
732;02.1.3;11.02.13.1;Babies' shoes- WKB-L
733;02.1.3;11.02.13.1;Men's haircut- barber shop- scissors cut- dry- suburbs
734;02.1.3;11.02.13.1;Men's haircut- scissors cut- dry- central location
735;02.1.3;11.02.13.1;Men's haircut- scissors cut- wet- central location
736;02.1.3;11.02.13.1;Men's haircut- scissors cut- wet- suburbs
737;02.1.3;11.02.13.1;Children's haircut- scissors cut- dry- suburbs
738;02.1.3;11.02.13.1;Ladies' haircut- central location
739;02.1.3;11.02.13.1;Ladies' haircut and colouring- central location
740;02.1.3;11.02.13.1;Ladies' hair setting with curlers- suburbs
741;02.1.3;11.02.13.1;Leg waxing- full legs
742;02.1.3;11.02.13.1;Manicure
743;02.1.3;11.02.13.1;Gel nails
744;02.1.3;11.02.13.1;Pedicure
745;02.1.3;11.02.13.1;Safety razor for men- refillable- SB
746;02.2.1;11.02.21.1;Safety razor for women- refillable- SB
747;02.2.1;11.02.21.1;Disposable razor- SB
748;02.2.1;11.02.21.1;Cartridges for safety razor- men- SB
749;02.2.1;11.02.21.1;Cartridges for safety razor- women- SB
750;02.2.1;11.02.21.1;Manual toothbrush- SB1
751;02.2.1;11.02.21.1;Manual toothbrush- SB2
752;02.2.1;11.02.21.1;Manual toothbrush- WKB
753;02.2.1;11.02.21.1;Manual toothbrush- BL
754;02.2.1;11.02.21.1;Replacement brush head- SB
755;02.2.1;11.02.21.1;Shampoo- SB
756;03.1.1;11.03.11.1;Shampoo- WKB
757;03.1.1;11.03.11.1;Shampoo- BL
758;03.1.1;11.03.11.1;Baby shampoo- WKB
759;03.1.2;11.03.12.1;Hair conditioner- WKB
760;03.1.2;11.03.12.1;Hair styling gel- WKB
761;03.1.2;11.03.12.1;Hair colour- SB1
762;03.1.2;11.03.12.1;Hair colour- SB2
763;03.1.2;11.03.12.1;Hair brush- BL
764;03.1.2;11.03.12.1;Hair ties- BL
765;03.1.2;11.03.12.1;Hair spray- SB
766;03.1.2;11.03.12.1;Hair Removal Cream- WKB
767;03.1.2;11.03.12.1;Shaving gel- SB
768;03.1.2;11.03.12.1;Shaving foam- SB
769;03.1.2;11.03.12.1;Tooth paste- SB1
770;03.1.2;11.03.12.1;Tooth paste- SB2
771;03.1.2;11.03.12.1;Tooth paste- WKB
772;03.1.2;11.03.12.1;Toilet soap- SB
773;03.1.2;11.03.12.1;Toilet soap- multipack- SB
774;03.1.2;11.03.12.1;Toilet soap- liquid- WKB
775;03.1.2;11.03.12.1;Toilet soap- liquid- BL
776;03.1.2;11.03.12.1;Shower cream- SB
777;03.1.2;11.03.12.1;Shower gel- SB
778;03.1.2;11.03.12.1;Shower gel- WKB
779;03.1.2;11.03.12.1;Shower gel- BL
780;03.1.2;11.03.12.1;Deodorant- roll-on- SB
781;03.1.2;11.03.12.1;Deodorant- spray for men- WKB
782;03.1.2;11.03.12.1;Men's moisturiser- SB
783;03.1.2;11.03.12.1;Facial moisturising day cream- SB
784;03.1.2;11.03.12.1;Facial cleansing milk- SB
785;03.1.2;11.03.12.1;Body milk- SB
786;03.1.2;11.03.12.1;Cream- SB
787;03.1.2;11.03.12.1;Hand cream- WKB
788;03.1.2;11.03.12.1;Lipstick- SB1
789;03.1.2;11.03.12.1;Lipstick- SB2
790;03.1.2;11.03.12.1;Lip care salve- SB
791;03.1.2;11.03.12.1;Mascara- SB
792;03.1.2;11.03.12.1;Eye shadow- WKB
793;03.1.2;11.03.12.1;Nail-polish- long-lasting- SB
794;03.1.2;11.03.12.1;Eau de toilette- unisex- SB
795;03.1.2;11.03.12.1;Eau de toilette- women- SB
796;03.1.2;11.03.12.1;Tampons
797;03.1.2;11.03.12.1;Tampons- WKB
798;03.1.2;11.03.12.1;Panty liners- SB
799;03.1.2;11.03.12.1;Panty liners- WKB
800;03.1.2;11.03.12.1;Sanitary towels- WKB
801;03.1.2;11.03.12.1;Disposable nappies- SB
802;03.1.2;11.03.12.1;Disposable nappies- WKB
803;03.1.2;11.03.12.1;Disposable nappies- BL
804;03.1.2;11.03.12.1;Disposable pant nappies- WKB
805;03.1.2;11.03.12.1;Wipes for babies- WKB
806;03.1.2;11.03.12.1;Cotton buds- BL
807;03.1.2;11.03.12.1;Paper handkerchiefs- box- WKB
808;03.1.2;11.03.12.1;Paper handkerchiefs- small package- WKB
809;03.1.2;11.03.12.1;Paper handkerchiefs- large package- WKB
810;03.1.2;11.03.12.1;Toilet paper- WKB
811;03.1.2;11.03.12.1;Toilet paper- large package- WKB
812;03.1.2;11.03.12.1;Toilet paper- BL
813;03.1.2;11.03.12.1;Wedding ring- 14 ct
814;03.1.2;11.03.12.1;Wedding ring- 18 ct
815;03.1.2;11.03.12.1;Golden pendant- 14 ct- WKB
816;03.1.2;11.03.12.1;Golden pendant- 18 - 21 ct- WKB
817;03.1.2;11.03.12.1;Pendant- SB
818;03.1.2;11.03.12.1;Earring- stud- WKB
819;03.1.2;11.03.12.1;Glass beads- SB
820;03.1.2;11.03.12.1;Simple heart pendant - SB
821;03.1.2;11.03.12.1;Costume Jewellery- earring- BL
822;03.1.2;11.03.12.1;Wrist-watch- SB1
823;03.1.2;11.03.12.1;Wrist-watch- SB2
824;03.1.2;11.03.12.1;Women's wrist-watch- SB1
825;03.1.2;11.03.12.1;Women's wrist-watch- SB2
826;03.1.2;11.03.12.1;Women's wrist-watch- SB3
827;03.1.2;11.03.12.2;Wrist-watch- SB3
828;03.1.2;11.03.12.2;Children's wrist-watch- SB
829;03.1.2;11.03.12.2;Men's wrist-watch- SB
830;03.1.2;11.03.12.2;Wall clock- SB1
831;03.1.2;11.03.12.2;Wall clock- SB2
832;03.1.2;11.03.12.2;Trolley- soft- SB
833;03.1.2;11.03.12.2;Trolley- soft- WKB
834;03.1.2;11.03.12.2;Trolley- hard- WKB
835;03.1.2;11.03.12.2;Trolley- soft- BL
836;03.1.2;11.03.12.2;Rucksack (backpack)- SB
837;03.1.2;11.03.12.2;Rucksack (backpack)- WKB
838;03.1.2;11.03.12.2;Rucksack (backpack)- BL
839;03.1.2;11.03.12.2;Handbag- SB
840;03.1.2;11.03.12.2;Men's wallet- WKB
841;03.1.2;11.03.12.2;Synthetic travel bag with handle- BL
842;03.1.2;11.03.12.2;Combi push chair/pram- SB
843;03.1.2;11.03.12.2;Combi push chair/pram- WKB
844;03.1.2;11.03.12.2;Baby buggy- SB
845;03.1.2;11.03.12.2;Baby buggy- WKB
846;03.1.2;11.03.12.2;Baby transit (car seat)- SB
847;03.1.2;11.03.12.2;Baby car seat- SB
848;03.1.2;11.03.12.2;Lighter- SB1
849;03.1.2;11.03.12.2;Lighter- SB2
850;03.1.2;11.03.12.2;Sun glasses- SB1
851;03.1.2;11.03.12.2;Sun glasses- SB2
852;03.1.2;11.03.12.2;Umbrella- foldable- WKB
853;03.1.2;11.03.12.2;Umbrella- foldable- BL
854;03.1.2;11.03.12.2;Walking-stick umbrella- BL
855;03.1.2;11.03.12.2;Original Swiss knife- SB
856;03.1.2;11.03.12.2;Cement- WKB
857;03.1.2;11.03.12.2;Mineral based white spirit- WKB
858;03.1.2;11.03.12.2;Paint- gloss- all-purpose- not water based- WKB
859;03.1.2;11.03.12.2;Paint- gloss- all-purpose- water based- WKB
860;03.1.2;11.03.12.2;Paint- indoor use- not washable- WKB
861;03.1.2;11.03.12.2;Paint- indoor use- WKB
862;03.1.2;11.03.12.2;Paint- mould and moisture resistant- WKB
863;03.1.2;11.03.12.2;Paint- outdoor use- 2.5 - 5 l- WKB
864;03.1.2;11.03.12.2;Paint- outdoor use- 8 - 15 l- WKB
865;03.1.2;11.03.12.2;Paint- outdoor use- BL
866;03.1.2;11.03.12.2;Plaster- indoor- powder- WKB
867;03.1.2;11.03.12.2;Plaster- indoor- ready to use- 1 kg- WKB
868;03.1.2;11.03.12.2;Plaster- indoor- ready to use- 330 g- WKB
869;03.1.2;11.03.12.2;Polyurethane varnish- 2 - 3 l- WKB
870;03.1.2;11.03.12.2;Polyurethane varnish- 4 - 5 l- WKB
871;03.1.2;11.03.12.2;Silicone- WKB
872;03.1.2;11.03.12.2;Decorator- total service (approx. 44 m2)
873;03.1.2;11.03.12.2;Electrician- hourly charge
874;03.1.2;11.03.12.2;Electrician- total service
875;03.1.2;11.03.12.2;Painter- hourly charge
876;03.1.2;11.03.12.2;Painter- per m2
877;03.1.2;11.03.12.2;Painter- total service
878;03.1.2;11.03.12.2;Plumber- hourly charge
879;03.1.2;11.03.12.2;Plumber- total service
880;03.1.2;11.03.12.2;Technician- gas burner of heating system- total service
881;03.1.2;11.03.12.2;Technician- gas-fired instantaneous tankless water heater- total service
882;03.1.2;11.03.12.2;Technician- oil burner of heating system- total service
883;03.1.2;11.03.12.2;Water supply- excluding sewerage - 100 m3
884;03.1.2;11.03.12.2;Water supply- excluding sewerage - 200 m3
885;03.1.2;11.03.12.2;Water supply- including sewerage - 100 m3
886;03.1.2;11.03.12.2;Water supply- including sewerage - 200 m3
887;03.1.2;11.03.12.2;Electricity: 1-200 kWh
888;03.1.2;11.03.12.2;Electricity: 2-500 kWh
889;03.1.2;11.03.12.2;Electricity: 20-000 kWh (10-000 kWh off-peak)
890;03.1.2;11.03.12.2;Electricity: 3-500 kWh (1-300 kWh off-peak)
891;03.1.2;11.03.12.2;Electricity: 5-000 kWh
892;03.1.2;11.03.12.2;Electricity: 600 kWh
893;03.1.2;11.03.12.2;Electricity: 7-500 kWh (2-500 kWh off-peak)
894;03.1.2;11.03.12.2;Gas: 125.6 GJ or 34-890 kWh
895;03.1.2;11.03.12.2;Gas: 16.75 GJ or 4-652 kWh
896;03.1.2;11.03.12.2;Gas: 43.2 GJ or 12-000 kWh
897;03.1.2;11.03.12.2;Gas: 8.37 GJ or 2-326 kWh
898;03.1.2;11.03.12.2;Gas: 83.7 GJ or 23-260 kWh
899;03.1.2;11.03.12.2;Liquefied gas: mixture of butane and propane- bottle
900;03.1.2;11.03.12.2;Liquefied gas: propane- bottle
901;03.1.2;11.03.12.2;Heating gasoil: 1-000 l
902;03.1.2;11.03.12.2;Heating gasoil: 3-000 l
903;03.1.2;11.03.12.2;Charcoal- sack
904;03.1.2;11.03.12.2;Firewood- per m3
905;03.1.2;11.03.12.2;Firewood- sack
906;03.1.2;11.03.12.3;Wood pellets- bulk
907;03.1.2;11.03.12.3;Wood pellets- sack
908;03.1.2;11.03.12.3;Domestic heat energy- heating of apartment- 5 MWh
909;03.1.2;11.03.12.3;Domestic heat energy- heating of apartment- 80 m2
910;03.1.2;11.03.12.3;Domestic heat energy- heating of house- 20 MWh
911;03.1.2;11.03.12.3;Domestic heat energy- heating of piped water- 40 m3
912;03.1.2;11.03.12.3;Kitchen chair- solid hardwood- straw seat- WKB-L
913;03.1.2;11.03.12.3;Kitchen chair- solid hardwood- upholstered- WKB-M
914;03.1.2;11.03.12.3;Kitchen chair- solid hardwood- WKB-L
915;03.1.2;11.03.12.3;Kitchen chair- solid hardwood- WKB-M
916;03.1.2;11.03.12.3;Kitchen chair- solid softwood- WKB-L
917;03.1.2;11.03.12.3;Kitchen chair- steel tube legs- SB
918;03.1.2;11.03.12.3;Kitchen chair- steel tube legs- WKB-M
919;03.1.2;11.03.12.3;Kitchen table- glass top- WKB-M
920;03.1.2;11.03.12.3;Kitchen table- painted MDF- WKB-M
921;03.1.2;11.03.12.3;Kitchen table- SB
922;03.1.2;11.03.12.3;Kitchen table- solid hardwood- WKB-M
923;03.1.2;11.03.12.3;Kitchen table- top with artificial surface- WKB-L
924;03.1.2;11.03.12.3;Kitchen table- veneered top- WKB-M
925;03.1.2;11.03.12.3;Wall unit- artificial surface- WKB-L
926;03.1.2;11.03.12.3;Wall unit- artificial surface- WKB-M
927;03.1.2;11.03.12.3;Wall unit- frame door- hardwood- WKB-M
928;03.1.2;11.03.12.3;Wall unit- high-gloss painted- WKB-M
929;03.1.2;11.03.12.3;Wall unit- SB
930;03.1.2;11.03.12.3;Bed frame for a child- SB
931;03.1.2;11.03.12.3;Bunk bed frame- softwood- SB
932;03.1.2;11.03.12.3;Chest of drawers- MDF / pressboard with artificial surface- WKB-M
933;03.1.2;11.03.12.3;Chest of drawers- MDF- painted- WKB-M
934;03.1.2;11.03.12.3;Chest of drawers- pressboard with artificial surface- WKB-L
935;03.1.2;11.03.12.3;Chest of drawers- veneered- WKB-M
936;03.1.2;11.03.12.3;Double bed frame- pressboard with artificial surface- WKB-L
937;03.1.2;11.03.12.3;Double bed frame- pressboard/MDF- with head- WKB-M
938;03.1.2;11.03.12.3;Double bed frame- SB1
939;03.1.2;11.03.12.3;Double bed frame- SB2
940;03.1.2;11.03.12.3;Double bed frame- softwood- with head- WKB-L
941;03.1.2;11.03.12.3;Double bed frame- solid hardwood- with head- WKB-M
942;03.1.2;11.03.12.3;Double bed set- hardwood- WKB-M
943;03.1.2;11.03.12.3;Foam mattress- 10 - 13 cm- WKB-L
944;03.1.2;11.03.12.3;Foam mattress- 5 - 7 zones- 17 - 20 cm- WKB-M
945;03.1.2;11.03.12.3;Foam mattress- double bed- approx. 20 cm- WKB-M
