TransactionID;CustomerID;TransactionDate;TransactionTime;ProductCategory;ProductSubcategory;ProductDetail;TransactionValue;PaymentMethod;CustomerAge
df13e76e-cd7f-4520-9471-85efc7f00f8f;BH-11710;7/08/2023;11:23:30;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;886.89;Bank Transfer;45
dba963eb-2451-46bc-9cda-f08df3356a83;DB-13210;17/01/2024;4:40:02;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;74.76;Credit Card;36
626a7a92-ecfc-4826-aecc-5a4ff4450fdc;EJ-14155;11/02/2023;14:56:37;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;116.75;Credit Card;47
b301ff10-f575-45f3-9bfb-23b3b216638f;GD-14590;19/11/2023;17:04:52;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;949.99;Credit Card;20
559307ef-8ed0-4ca7-9514-670a3891b066;DK-13150;27/10/2023;1:37:28;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;166.61;Bank Transfer;73
fcab3b5a-c476-49f0-9c56-e41f5e488655;CA-12055;21/02/2023;18:40:23;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;294.6;Credit Card;73
a11adafd-d4e9-4954-8a0d-b410a380e8ba;DS-13030;25/06/2023;15:43:30;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;428.1;Bank Transfer;55
a6751780-31cc-4213-9fcc-5bf01e44bae7;NC-18415;1/03/2023;11:33:24;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;839.36;Credit Card;75
af9e848a-4dff-4186-8301-f0dbe6f711b3;KM-16375;24/08/2023;12:01:30;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;989.17;PayPal;29
8a8383a4-4dfc-41ad-87cc-ca974a249c84;MH-17290;4/10/2023;6:01:14;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;104.5;Credit Card;31
65ef9bee-82e0-4cf8-8af4-14003a4ead18;TB-21250;12/11/2023;17:05:34;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;276.66;Bank Transfer;30
1646bdd2-cfbe-42e8-8d15-88f632a71562;JW-15955;13/01/2023;13:50:35;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;631.23;Bank Transfer;51
186ecbba-6f6a-4521-a4e6-d07ae331e8dd;DB-13660;11/09/2023;13:54:34;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;902.63;Debit Card;47
9e236d88-b5ca-4804-8141-e5d9ee5422dd;LM-17065;24/03/2023;11:56:57;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;691.93;Debit Card;64
4496f34b-0051-419a-861b-21bbeeaa03e9;FM-14215;20/06/2023;8:10:04;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;572.15;PayPal;27
890bfffb-20e2-4e09-9a16-d52db7ce0b5e;JL-15175;24/11/2023;11:07:24;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;903.4;PayPal;66
74b1f351-387d-4e68-891e-449c94065a0d;TT-21220;4/01/2024;21:04:03;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;791.11;Bank Transfer;23
a49bd321-e7a5-4550-b15a-368747825715;EB-13870;28/03/2023;22:32:22;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;284.2;Bank Transfer;52
94a87e0f-3c83-4e0e-88b4-b171d616cf97;FW-14395;5/02/2024;6:39:23;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;742.83;Credit Card;55
4478b49c-fafc-457f-9f4c-a7b3b239ef82;NP-18685;19/11/2023;13:58:03;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;785.31;Bank Transfer;70
4c7c298f-1413-4887-a040-1e9a3dbae724;MC-18130;4/06/2023;1:16:24;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;552.06;PayPal;64
bd977782-9249-416c-97d3-6e26a1ad049c;AO-10810;23/02/2023;3:47:06;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;169.61;PayPal;20
b311846d-7c88-42ec-af29-335d94c506fd;DL-12925;19/02/2024;15:40:03;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;840.92;PayPal;20
74acc8a8-1bb2-49d5-b2dc-cfdadf49e8c0;GM-14680;5/10/2023;14:46:50;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;920.0;Credit Card;68
79b513eb-8311-4e1f-93a5-12a4c723ac7c;NC-18415;10/07/2023;1:33:24;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;654.27;PayPal;75
f86fd569-492b-4889-aaae-bab0d5cee4c7;NC-18535;1/04/2023;7:04:41;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;430.25;Credit Card;44
eecebebb-3ed2-4054-b639-3c54dbd9c926;CC-12475;11/09/2023;12:47:33;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;550.12;Credit Card;39
fe14c810-1585-40f3-a5d8-248a8b4936b6;JS-15880;15/11/2023;17:31:04;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;792.18;Bank Transfer;47
0484a429-4ee5-4945-b530-b27c69ebe327;TN-21040;11/11/2023;20:59:55;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;760.74;PayPal;60
7d1aafd7-90fb-437c-9331-36057874eaa3;SS-20140;1/03/2023;21:08:24;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;114.82;PayPal;22
ae86b7f0-20db-4ba3-b785-df8e436493fb;AP-10720;4/04/2023;20:52:13;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;485.61;PayPal;48
d6367b28-3499-4e81-8277-4680ec41d454;LT-17110;27/01/2024;14:25:36;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;79.44;PayPal;30
2544edca-9b11-4f6f-91cd-f0759b2bbf3c;KD-16345;7/01/2024;11:42:05;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;379.95;Debit Card;58
122fcd35-f53a-451d-9781-d7e977546e93;MV-18190;26/02/2024;21:08:01;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;979.54;Debit Card;34
001a9b55-3778-4c96-ae2e-31aab53be759;MD-17860;20/05/2023;8:30:49;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;340.26;PayPal;43
16f6b35d-98b4-4ff2-9bec-124c3771b904;BD-11770;6/04/2023;8:28:59;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;662.33;Debit Card;63
1408e746-3527-468b-b100-8c02c0e431be;BF-11215;15/03/2023;0:51:35;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;302.01;Debit Card;72
866cc120-7633-42c5-a799-1cef7eac550b;BF-11215;7/07/2023;21:22:55;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;560.96;PayPal;72
1748d085-8b30-4f44-afb1-5d79db10b97f;TT-21265;9/01/2024;20:59:38;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;744.36;Credit Card;56
2faf7231-a2e2-4911-ac08-3ac53d43835c;SP-20650;28/09/2023;22:06:29;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;918.87;PayPal;60
c26ed250-3e8a-425a-af5a-52ca1cadf3da;BM-11575;8/03/2024;20:15:10;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;147.34;Credit Card;68
c4bcd395-495e-46fa-89c9-93f4e2577e15;GA-14725;3/11/2023;8:07:31;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;774.42;Debit Card;19
c2ebf47f-8ecb-462d-99bc-1ef261630fcf;KC-16255;4/09/2023;10:57:07;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;249.45;Credit Card;49
437ff9e0-7af6-425c-bda4-4cc8126874ab;KH-16690;9/10/2023;12:27:13;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;149.54;Credit Card;73
d4841c5e-56e8-4593-a14d-11370b5967ea;TC-21535;15/08/2023;5:14:49;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;603.56;Bank Transfer;27
11166e1e-ba4e-4328-a38d-30d9a0ec68d1;AS-10090;22/04/2023;10:38:51;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;177.46;PayPal;76
f6575b5f-0416-4733-9fe7-252b3f71988d;JM-15655;14/06/2023;9:51:02;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;778.86;Bank Transfer;43
c2752a4c-8cdb-4e19-b526-2f4f19b95568;VW-21775;7/12/2023;5:02:36;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;963.18;PayPal;36
0cd0caa8-9561-4a2b-a035-1ccfcfc1f05d;PW-19030;22/01/2024;20:15:52;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;383.9;Debit Card;20
b18e0dd7-2de4-4d07-868b-a6c314cbe862;TB-21595;23/12/2023;1:26:04;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;71.94;Debit Card;55
3fd4a35b-62cb-4200-98b0-edb568944e66;HG-14965;27/01/2023;16:16:19;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;509.93;Debit Card;40
702f889a-e367-48d3-a247-8076af009c94;LF-17185;7/06/2023;0:48:08;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;323.22;Bank Transfer;79
dd3045eb-6623-4b0a-9804-edeba534374e;VP-21730;21/03/2023;16:18:16;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;985.71;PayPal;75
522a4e4d-34e3-4caa-86db-fd373dc868fc;JD-15895;14/10/2023;23:38:19;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;761.56;Debit Card;34
d9a397e6-fefd-4c22-9d6f-706ada0f8cf7;DK-13225;14/01/2023;7:04:17;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;559.3;Debit Card;37
d8c8845c-32a7-41d6-9423-5730aa005edf;JE-15610;12/01/2024;3:23:52;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;138.39;PayPal;69
32b4970f-cb87-4213-bf98-fbccfa7a4f51;MG-17650;13/03/2024;4:32:23;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;520.77;Credit Card;52
34a0ffbc-61f0-4761-b495-d4ca3f44bad9;JE-15610;20/12/2023;0:39:03;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;356.79;Debit Card;69
580e2641-58d8-4f79-a51e-f4c4db16b36b;DL-12925;9/09/2023;14:43:16;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;282.59;Debit Card;20
82502ac3-0c96-406f-8bae-e8ddc3937bbd;EB-13930;19/07/2023;0:39:50;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;117.87;Debit Card;76
986aaff9-d950-4a37-8ff2-9593cea6c34a;SC-20440;23/11/2023;9:55:20;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;498.51;Debit Card;31
b39bf8fc-9276-4cc6-b94f-0cc74bb3ed1a;LS-16945;28/05/2023;13:16:41;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;102.01;Credit Card;52
3e72f930-32e6-4ca5-88cd-8edfcb86619b;TH-21550;17/04/2023;17:35:00;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;900.93;Bank Transfer;19
3b35b655-d828-40be-97c0-ef3e0211b1d8;AM-10360;22/02/2024;15:21:21;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;92.39;PayPal;45
db8b3803-c21d-439f-9b8b-095997eca244;LD-17005;22/03/2023;10:45:26;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;647.08;PayPal;24
83fdc979-8f47-4e89-a34f-f33a223b2e66;RH-19510;16/06/2023;14:44:45;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;802.79;Bank Transfer;27
aa09b7d4-87b3-4d5c-9eeb-79ea5cce0658;SC-20095;21/11/2023;19:17:51;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;278.73;PayPal;37
aaa0ac4c-b8a0-43bb-87d3-b05b68dcbcd6;EH-14185;7/12/2023;9:45:21;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;71.15;PayPal;28
e5673cab-3ff8-4749-a283-2a813d12e4f6;EH-14125;13/06/2023;6:22:44;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;672.16;Bank Transfer;76
d15c8690-2851-4a04-b3e4-938268fa2d17;CC-12610;25/02/2023;14:31:54;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;612.68;Debit Card;24
a49044be-f343-4300-9de9-4b9a1cfaeee5;RW-19540;2/09/2023;2:47:39;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;752.19;PayPal;37
c1f29f94-e1e1-49de-af14-7500453c50c0;GG-14650;1/01/2024;14:14:36;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;56.22;Bank Transfer;53
cf93ceda-55c6-4975-859b-56cefd615f6f;SC-20050;9/02/2024;6:02:59;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;232.96;Bank Transfer;40
7a497674-48bf-4ad9-8455-a3aadd312e57;BG-11695;18/02/2023;11:18:39;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;483.7;Bank Transfer;57
aac7b4b2-600d-4693-9aaf-9321ae5aa038;LS-17230;14/07/2023;5:16:00;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;909.26;Bank Transfer;74
909d60ff-c264-41ab-8104-a294cc740a54;JK-16090;23/02/2024;12:29:13;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;257.92;Bank Transfer;78
1d009939-e1bc-4cc8-95e3-ffaf209ac2ee;TT-21460;17/02/2024;3:00:57;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;553.67;Bank Transfer;30
9b0d625b-10ff-4f78-9ba9-ed425a6b8457;YC-21895;16/01/2024;21:29:44;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;182.4;Credit Card;40
1d8ee44c-ac2b-4269-a463-9ff84178b475;BF-11020;16/03/2023;4:53:50;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;774.53;Debit Card;75
a9d30878-dba7-487c-8d2f-d2db09b49ac3;LB-16795;20/03/2024;18:02:02;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;331.71;Debit Card;76
8350ca96-2ba3-487c-8b2f-cbaed21004ae;HH-15010;23/10/2023;16:29:09;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;757.48;Debit Card;47
804095e7-859b-48d5-a926-683748e6f4e1;AG-10300;6/02/2024;3:27:30;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;205.5;Credit Card;52
7e22f421-7a00-43cc-b262-7313b49c2311;CC-12100;2/02/2023;20:28:23;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;54.8;Credit Card;38
a7bc7499-8073-4dfd-ad3b-264526b77492;EH-13765;21/10/2023;17:34:02;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;640.41;Bank Transfer;34
d87d1fbb-ba6f-47a4-baba-c8c3961073ef;AR-10345;11/09/2023;15:10:45;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;945.95;PayPal;41
d396216d-af14-4766-90c7-285d63ba235f;NP-18670;3/09/2023;5:02:07;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;470.86;Debit Card;75
5c140bc6-01df-4653-88c6-e97cb5424a38;TG-21640;17/06/2023;18:06:39;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;506.02;Debit Card;25
71ce0304-41ea-41f7-9ee6-2d050724109a;AP-10915;10/12/2023;18:20:33;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;494.68;PayPal;54
549d6f4b-299e-4811-9ca1-767a7224af5d;DM-13015;24/03/2023;18:22:15;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;888.85;Debit Card;60
9416af7c-3682-42e0-8b5b-a132cd81a4a6;RL-19615;11/01/2023;17:57:58;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;243.41;Credit Card;26
d9eacb0e-f6be-44b3-9181-5077f142e83a;CS-11845;23/01/2024;3:22:11;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;85.65;Debit Card;55
3f701b8c-5485-4691-a27e-ff5761c22b2a;MM-18055;9/10/2023;1:53:28;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;220.05;Bank Transfer;57
023301ce-597d-4af0-b1a9-624ac24fc94c;JK-15625;21/10/2023;21:09:50;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;555.61;Credit Card;45
22f136d6-5ce0-4e6b-9bee-24739ad860f1;BS-11380;21/01/2023;11:50:13;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;403.54;Credit Card;21
2de5674f-19f4-409c-ac01-d722c1f13054;MC-17635;6/03/2024;12:56:29;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;300.03;Credit Card;35
f8c522ed-1646-46b8-9929-f457f6392777;CM-12385;28/06/2023;3:47:01;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;702.58;PayPal;32
5349167f-281d-4b7f-be08-33edd4422f4b;CM-12715;8/10/2023;2:39:16;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;465.49;Bank Transfer;20
39556e17-fbcb-4de9-b198-fe2358474a7c;NM-18445;24/02/2024;20:02:23;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;819.36;Bank Transfer;71
b0684274-1cdd-4a92-a69a-e72b9e4836ce;VG-21790;20/06/2023;10:31:12;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;743.86;Bank Transfer;41
1d18614d-9ae3-457c-85ee-150cbc5ba48a;SW-20455;27/02/2023;1:44:51;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;995.73;Credit Card;25
c55d8cc1-d0b4-4fd1-a813-dc651dc67d3b;AY-10555;23/01/2023;12:11:33;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;685.41;PayPal;19
cee8f6a1-eef6-44d8-a1fe-fb1215139819;DJ-13630;25/08/2023;0:33:41;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;560.17;Debit Card;22
a36e3a74-44e6-4f88-a15b-559ae7bcb9b9;BV-11245;20/03/2023;17:32:39;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;445.91;PayPal;56
5b50303c-291e-424b-88ec-caf051e9a3c7;CT-11995;10/02/2024;3:50:30;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;838.09;Bank Transfer;31
a33ae6ff-9ae7-4bd1-a38f-1204eb1f31c5;DB-12910;2/05/2023;4:41:00;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;928.22;Credit Card;53
bfa9d85d-d968-4083-8eac-a95e6ed199e8;CJ-11875;31/01/2023;18:28:52;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;696.76;Credit Card;39
5d9aaf38-123f-4846-8e3e-f963cf39b0b2;SL-20155;27/08/2023;20:08:19;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;651.14;Bank Transfer;63
0de55378-71a2-41b1-a758-7b367963affb;LS-16945;29/07/2023;23:38:20;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;72.92;PayPal;52
1be15c78-dd33-4076-8c75-1dfcd6d78e41;BD-11605;18/09/2023;6:10:57;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;344.58;Bank Transfer;35
81c0850f-086a-4f3a-a484-4d2dfd863d8e;BS-11380;24/10/2023;4:04:32;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;13.53;Debit Card;21
9826ad4d-ac82-4227-9298-d4dbe5dcd03a;KB-16585;25/12/2023;13:10:03;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;387.77;PayPal;35
8d8f14d9-5a53-47a3-ba42-bb83e8da6c82;DS-13030;24/01/2023;11:26:33;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;608.05;Bank Transfer;55
1f329f57-e371-4f20-bbaa-059895482fd6;MC-17635;19/01/2023;7:56:51;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;864.42;Debit Card;35
072f0fe6-44c6-4c23-ab1f-2ca67fad80c9;MS-17365;28/09/2023;7:56:37;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;650.1;Credit Card;68
46cb3186-dc17-4f2a-90ae-ebe5e2dbabb0;RC-19960;16/10/2023;21:05:33;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;275.73;Debit Card;25
a6ac0c95-c27b-4cdb-b427-83965ae37c04;BF-11020;17/07/2023;20:57:54;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;895.78;Bank Transfer;75
2e58dcba-662a-4447-a15f-c5e5a56bc8b5;HF-14995;27/01/2024;8:23:05;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;443.14;Bank Transfer;60
fb3e0d1e-b0e9-4b25-a547-23f017c0ffc9;DK-13225;16/03/2023;13:04:55;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;670.58;Bank Transfer;37
65644364-412b-4f10-bda3-e00d3f68821e;NG-18355;29/08/2023;6:37:39;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;891.36;Bank Transfer;73
45ddef55-a978-4304-81a6-34c80d9dca5a;HR-14830;4/08/2023;15:46:58;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;796.03;PayPal;65
7f0e5f6b-3d54-4bc5-95f6-6b826aa5a07b;TS-21085;19/04/2023;16:39:32;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;612.9;Debit Card;69
8c6ba933-1fe2-4b0b-a622-55598b02cb15;Dp-13240;31/07/2023;19:58:32;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;150.39;Debit Card;29
74059c6f-0784-4a3c-a7f3-b86f45df733c;LS-17245;5/02/2023;4:13:56;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;384.14;Bank Transfer;20
8ec79340-6039-4a68-afda-678e475aac4f;PL-18925;9/02/2024;3:12:04;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;946.41;Debit Card;67
e20ee5d7-e607-415f-b2b5-e08711a13a51;HP-14815;20/06/2023;15:42:06;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;734.08;Credit Card;79
bafffa9c-b487-4128-957d-b2321eaa47da;SV-20365;16/02/2024;10:42:32;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;12.75;Bank Transfer;44
3b991585-441e-4a6d-b683-3cfd3609770b;JM-15250;25/09/2023;18:05:53;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;809.53;Credit Card;28
0819c134-35da-45b3-8b9b-08ceef5c7abc;TB-21175;14/10/2023;13:32:38;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;432.48;PayPal;37
392a7bb2-cdc2-4fbe-8bdd-37f91b63ef59;BT-11440;12/01/2024;14:02:42;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;677.14;Bank Transfer;25
e1c65dfd-40c6-429e-a388-14edad448406;TH-21115;23/10/2023;3:23:51;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;571.91;Credit Card;30
39cddfc5-601d-4bd8-81e0-30e72e4024ac;GB-14575;20/02/2024;1:50:22;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;859.68;Bank Transfer;53
e4f97188-c2f6-41ce-975b-16d0c2d041d2;CY-12745;20/02/2024;9:09:20;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;517.04;Debit Card;61
45bf1045-810c-40bc-b17e-7f5256683016;JK-15205;16/03/2023;22:58:34;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;816.83;Credit Card;64
aabda396-a5e7-47ce-b213-f0e6321b0951;TC-21145;12/05/2023;21:46:13;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;794.07;Credit Card;74
fd12f7f1-84fb-42f8-a426-03ccb682de2e;JK-15640;22/07/2023;18:58:40;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;84.16;PayPal;36
53830d3a-96c6-43aa-90c8-94128f3550fc;RF-19840;13/05/2023;15:18:37;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;789.23;Credit Card;48
a55eaf9b-69ed-4109-82a5-6bde2194c7bd;AW-10930;10/10/2023;13:36:45;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;57.08;Debit Card;35
1d5a5838-ab3f-414e-b157-0202d88a81e7;PH-18790;8/11/2023;6:24:02;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;395.36;PayPal;42
f6378dbd-32ac-4c20-9a04-6e8eaba9fa36;FW-14395;19/07/2023;20:47:44;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;506.65;PayPal;55
b3e4f42b-0140-4fa1-b8b2-619f3520b45c;BS-11800;13/02/2024;9:50:18;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;678.78;Debit Card;18
be709b41-0ead-46e4-aec6-af24a1286dfb;TC-21145;21/04/2023;21:51:44;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;535.65;Debit Card;74
52010fbb-eb89-4502-a79b-2df6f58df363;PL-18925;18/02/2023;15:19:04;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;94.01;PayPal;67
fe039815-70b1-4f47-babd-592c31081986;MG-17890;15/03/2024;18:39:30;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;283.19;Debit Card;31
591014ef-2826-4d79-81d7-5c2f37416404;KM-16375;13/02/2024;3:45:55;Home & Kitchen;Cookware;Lodge Cast Iron Skillet;695.6;Bank Transfer;29
e92b2c62-915f-40d9-816c-ddce7db54064;SC-20575;25/02/2023;3:00:41;Home & Kitchen;Cookware;T-fal Ultimate Hard Anodized Nonstick Cookware Set;811.68;Debit Card;23
